strategies,memory,threshold,distribution,choice,crosses,std
41,29,6000.0,uniform,mse,False,185.64786854132151
23,32,6000.0,uniform,mse,False,125.96105548938529
5,35,6000.0,uniform,mse,False,51.3243706284662
68,32,6000.0,uniform,mse,False,216.21143024447014
50,29,6000.0,uniform,mse,False,141.81377314795265
95,26,6000.0,uniform,mse,False,245.70342504109112
41,29,6000.0,uniform,mse,False,151.1554860897537
83,26,6000.0,uniform,mse,False,224.51798055985304
23,32,6000.0,uniform,mse,False,159.76178555900032
5,35,6000.0,uniform,mse,False,36.700189066965585
68,32,6000.0,uniform,mse,False,168.295945127874
50,29,6000.0,uniform,mse,False,179.28584050070103
41,29,6000.0,uniform,mse,False,165.7631829390161
23,32,6000.0,uniform,mse,False,166.66299442568976
5,35,6000.0,uniform,mse,False,158.85657502467888
95,26,6000.0,uniform,mse,False,276.1434879940834
83,26,6000.0,uniform,mse,False,219.11100642390073
50,29,6000.0,uniform,mse,False,168.05360976501964
23,32,6000.0,uniform,mse,False,112.50221243484225
8,35,6000.0,uniform,mse,False,51.16196969289927
71,32,6000.0,uniform,mse,False,161.53458338962395
44,29,6000.0,uniform,mse,False,148.48573459067447
83,26,6000.0,uniform,mse,False,202.57415455016954
95,26,6000.0,uniform,mse,False,321.8548981199245
8,35,6000.0,uniform,mse,False,133.4088208080251
23,32,6000.0,uniform,mse,False,111.4678421518259
50,29,6000.0,uniform,mse,False,167.5550639787491
44,29,6000.0,uniform,mse,False,164.86651268091765
71,32,6000.0,uniform,mse,False,192.20008025390982
86,26,6000.0,uniform,mse,False,197.54438026569173
8,35,6000.0,uniform,mse,False,91.66515038943845
95,26,6000.0,uniform,mse,False,261.1992504712553
26,32,6000.0,uniform,mse,False,170.6156590849738
44,29,6000.0,uniform,mse,False,130.05530356633395
50,29,6000.0,uniform,mse,False,185.23087756197162
71,32,6000.0,uniform,mse,False,208.70770295664101
8,35,6000.0,uniform,mse,False,115.28728003893366
26,32,6000.0,uniform,mse,False,208.37181721380742
86,26,6000.0,uniform,mse,False,230.61330950469895
95,26,6000.0,uniform,mse,False,244.449462202325
44,29,6000.0,uniform,mse,False,136.91134724180893
53,29,6000.0,uniform,mse,False,177.01119579389677
8,35,6000.0,uniform,mse,False,52.045184450531025
26,32,6000.0,uniform,mse,False,124.85021885618583
71,32,6000.0,uniform,mse,False,181.77030317198233
44,29,6000.0,uniform,mse,False,169.82111050142785
86,26,6000.0,uniform,mse,False,230.04815870909246
11,35,6000.0,uniform,mse,False,47.59492341304772
98,26,6000.0,uniform,mse,False,226.83273543927453
53,29,6000.0,uniform,mse,False,170.17805601518725
26,32,6000.0,uniform,mse,False,206.65378797868067
71,32,6000.0,uniform,mse,False,192.52074195780665
32,32,6000.0,uniform,mse,False,164.2477042445628
11,35,6000.0,uniform,mse,False,175.8032155913108
86,26,6000.0,uniform,mse,False,238.68320962357828
53,29,6000.0,uniform,mse,False,232.53624690284806
26,32,6000.0,uniform,mse,False,108.92428562997327
98,26,6000.0,uniform,mse,False,213.0164755622127
32,32,6000.0,uniform,mse,False,202.11899861123737
11,35,6000.0,uniform,mse,False,205.9910742072608
62,35,6000.0,uniform,mse,False,220.9572402996026
29,32,6000.0,uniform,mse,False,216.3655213252781
53,29,6000.0,uniform,mse,False,156.02176743771247
86,26,6000.0,uniform,mse,False,235.73949492491838
98,26,6000.0,uniform,mse,False,254.39633268355155
11,35,6000.0,uniform,mse,False,95.65303370590425
32,32,6000.0,uniform,mse,False,131.11102668486498
29,32,6000.0,uniform,mse,False,111.85177395078497
62,35,6000.0,uniform,mse,False,131.19657785482184
53,29,6000.0,uniform,mse,False,145.09773347373562
74,29,6000.0,uniform,mse,False,155.38197343785134
11,35,6000.0,uniform,mse,False,97.26060510876152
32,32,6000.0,uniform,mse,False,191.1750568033131
98,26,6000.0,uniform,mse,False,262.78623377141224
29,32,6000.0,uniform,mse,False,184.55261505762897
56,29,6000.0,uniform,mse,False,172.55266131667545
62,35,6000.0,uniform,mse,False,231.94473127740355
14,35,6000.0,uniform,mse,False,144.74780954248303
32,32,6000.0,uniform,mse,False,184.16940271522947
74,29,6000.0,uniform,mse,False,176.28420009555413
29,32,6000.0,uniform,mse,False,156.9710363411034
98,26,6000.0,uniform,mse,False,223.25402783991507
14,35,6000.0,uniform,mse,False,64.86894323108993
56,29,6000.0,uniform,mse,False,187.76169846437244
35,32,6000.0,uniform,mse,False,117.74144077171809
62,35,6000.0,uniform,mse,False,182.11466504510224
29,32,6000.0,uniform,mse,False,170.1660888741772
74,29,6000.0,uniform,mse,False,201.06898991123398
14,35,6000.0,uniform,mse,False,127.69879180544909
101,26,6000.0,uniform,mse,False,223.24945168469011
56,29,6000.0,uniform,mse,False,208.8182706435859
35,32,6000.0,uniform,mse,False,158.86809629842102
17,35,6000.0,uniform,mse,False,157.94138928406193
62,35,6000.0,uniform,mse,False,161.55542992662149
74,29,6000.0,uniform,mse,False,163.4117929966152
14,35,6000.0,uniform,mse,False,102.51805216842622
101,26,6000.0,uniform,mse,False,268.3911909153256
35,32,6000.0,uniform,mse,False,190.5567090789511
17,35,6000.0,uniform,mse,False,121.63258156414828
56,29,6000.0,uniform,mse,False,165.228595297315
14,35,6000.0,uniform,mse,False,142.5099416510573
65,35,6000.0,uniform,mse,False,185.71874939690665
74,29,6000.0,uniform,mse,False,177.5662894756352
17,35,6000.0,uniform,mse,False,120.79880473121328
35,32,6000.0,uniform,mse,False,96.64888429742736
56,29,6000.0,uniform,mse,False,176.38098307091
101,26,6000.0,uniform,mse,False,296.1674241392895
2,38,6000.0,uniform,mse,False,17.866168178262544
17,35,6000.0,uniform,mse,False,240.54607475831455
77,29,6000.0,uniform,mse,False,144.50636071728013
65,35,6000.0,uniform,mse,False,200.81793968159116
35,32,6000.0,uniform,mse,False,161.67375279787996
2,38,6000.0,uniform,mse,False,7.7518092785757275
59,29,6000.0,uniform,mse,False,164.93912688229682
101,26,6000.0,uniform,mse,False,273.66819722897327
17,35,6000.0,uniform,mse,False,265.411892448438
2,38,6000.0,uniform,mse,False,17.61605758291403
38,32,6000.0,uniform,mse,False,151.55081704327554
77,29,6000.0,uniform,mse,False,208.1060773196215
65,35,6000.0,uniform,mse,False,245.83039449413667
59,29,6000.0,uniform,mse,False,172.11398156920671
20,35,6000.0,uniform,mse,False,233.07056170759506
2,38,6000.0,uniform,mse,False,20.13470477968567
101,26,6000.0,uniform,mse,False,279.2262979086801
38,32,6000.0,uniform,mse,False,151.55474770766628
77,29,6000.0,uniform,mse,False,178.78270843987875
65,35,6000.0,uniform,mse,False,192.6677588651574
59,29,6000.0,uniform,mse,False,161.74212825457275
20,35,6000.0,uniform,mse,False,144.47869767419922
2,38,6000.0,uniform,mse,False,21.868611057506318
38,32,6000.0,uniform,mse,False,194.03055229682096
89,29,6000.0,uniform,mse,False,157.99510163390875
77,29,6000.0,uniform,mse,False,191.49934182430988
20,35,6000.0,uniform,mse,False,131.73750105294042
5,38,6000.0,uniform,mse,False,73.67091985398964
59,29,6000.0,uniform,mse,False,144.0809407214967
65,35,6000.0,uniform,mse,False,151.63203312423056
38,32,6000.0,uniform,mse,False,120.22074423222475
89,29,6000.0,uniform,mse,False,185.40878768102124
20,35,6000.0,uniform,mse,False,94.7673294690416
5,38,6000.0,uniform,mse,False,103.24128862662127
77,29,6000.0,uniform,mse,False,188.1471084638443
59,29,6000.0,uniform,mse,False,180.36180196374727
68,35,6000.0,uniform,mse,False,209.17003921719393
38,32,6000.0,uniform,mse,False,144.95341301038542
20,35,6000.0,uniform,mse,False,231.85726432529165
5,38,6000.0,uniform,mse,False,46.498041539789725
89,29,6000.0,uniform,mse,False,212.38319304892084
47,32,6000.0,uniform,mse,False,171.9501987483858
80,29,6000.0,uniform,mse,False,193.62303941215507
41,32,6000.0,uniform,mse,False,178.60636711774862
68,35,6000.0,uniform,mse,False,176.4956893732732
5,38,6000.0,uniform,mse,False,48.50471176815621
23,35,6000.0,uniform,mse,False,92.00291033551103
89,29,6000.0,uniform,mse,False,170.20786497936086
47,32,6000.0,uniform,mse,False,228.21264957870844
41,32,6000.0,uniform,mse,False,212.18548185711836
80,29,6000.0,uniform,mse,False,193.56534659053372
5,38,6000.0,uniform,mse,False,110.9659076128996
23,35,6000.0,uniform,mse,False,156.67738919740233
68,35,6000.0,uniform,mse,False,223.00260088169375
47,32,6000.0,uniform,mse,False,139.16384561995395
41,32,6000.0,uniform,mse,False,156.70201804998396
8,38,6000.0,uniform,mse,False,119.85751004706148
89,29,6000.0,uniform,mse,False,184.40019744586425
23,35,6000.0,uniform,mse,False,153.84004149553178
80,29,6000.0,uniform,mse,False,243.25189219384472
68,35,6000.0,uniform,mse,False,189.0905970098752
8,38,6000.0,uniform,mse,False,147.38177336127276
41,32,6000.0,uniform,mse,False,205.66321595860913
47,32,6000.0,uniform,mse,False,194.25337834900066
23,35,6000.0,uniform,mse,False,157.90968485633985
92,29,6000.0,uniform,mse,False,165.31456790456923
80,29,6000.0,uniform,mse,False,164.37158915772346
8,38,6000.0,uniform,mse,False,69.22217732630935
41,32,6000.0,uniform,mse,False,136.17760404614998
23,35,6000.0,uniform,mse,False,94.91426851294246
68,35,6000.0,uniform,mse,False,224.54737239384386
47,32,6000.0,uniform,mse,False,181.05907441422087
92,29,6000.0,uniform,mse,False,219.46579355838497
80,29,6000.0,uniform,mse,False,186.97951222122575
8,38,6000.0,uniform,mse,False,79.8967423557317
26,35,6000.0,uniform,mse,False,82.27658803557371
44,32,6000.0,uniform,mse,False,225.79634897610168
50,32,6000.0,uniform,mse,False,116.59157542028659
71,35,6000.0,uniform,mse,False,192.7913729122436
8,38,6000.0,uniform,mse,False,66.81120685555565
92,29,6000.0,uniform,mse,False,190.16898502551922
83,29,6000.0,uniform,mse,False,206.47395346669387
26,35,6000.0,uniform,mse,False,191.18500549606557
44,32,6000.0,uniform,mse,False,125.43203074150358
50,32,6000.0,uniform,mse,False,162.61052731526948
71,35,6000.0,uniform,mse,False,254.1657907423292
11,38,6000.0,uniform,mse,False,84.00074610537925
26,35,6000.0,uniform,mse,False,254.7281147595993
44,32,6000.0,uniform,mse,False,192.0108232626484
83,29,6000.0,uniform,mse,False,206.57828106288557
92,29,6000.0,uniform,mse,False,194.9619158517382
50,32,6000.0,uniform,mse,False,202.43308537078215
11,38,6000.0,uniform,mse,False,150.27461185491063
26,35,6000.0,uniform,mse,False,137.1743297220507
71,35,6000.0,uniform,mse,False,106.71015960659653
44,32,6000.0,uniform,mse,False,166.9484674128049
83,29,6000.0,uniform,mse,False,234.78935584289692
92,29,6000.0,uniform,mse,False,193.3471991453724
50,32,6000.0,uniform,mse,False,110.42039252754674
11,38,6000.0,uniform,mse,False,86.39938486462823
26,35,6000.0,uniform,mse,False,163.4602048555812
44,32,6000.0,uniform,mse,False,187.28350000734181
71,35,6000.0,uniform,mse,False,170.77091947628412
50,32,6000.0,uniform,mse,False,169.68184771318167
83,29,6000.0,uniform,mse,False,185.36443280432846
11,38,6000.0,uniform,mse,False,182.94330101165647
95,29,6000.0,uniform,mse,False,199.09175759665465
29,35,6000.0,uniform,mse,False,181.40197555344835
32,35,6000.0,uniform,mse,False,209.75098744629042
11,38,6000.0,uniform,mse,False,91.41930561461389
71,35,6000.0,uniform,mse,False,203.34590063761414
53,32,6000.0,uniform,mse,False,166.03048242340924
83,29,6000.0,uniform,mse,False,199.27238706089335
29,35,6000.0,uniform,mse,False,86.95654673690858
95,29,6000.0,uniform,mse,False,222.35356843005485
32,35,6000.0,uniform,mse,False,136.2415539415496
14,38,6000.0,uniform,mse,False,128.25527749370062
53,32,6000.0,uniform,mse,False,160.5714701355268
29,35,6000.0,uniform,mse,False,166.69343485719466
62,38,6000.0,uniform,mse,False,150.04264109978686
86,29,6000.0,uniform,mse,False,191.4744164119822
32,35,6000.0,uniform,mse,False,136.70975436586636
95,29,6000.0,uniform,mse,False,280.82905332927515
14,38,6000.0,uniform,mse,False,203.22177377234965
53,32,6000.0,uniform,mse,False,188.48530112513913
29,35,6000.0,uniform,mse,False,134.2641631642788
32,35,6000.0,uniform,mse,False,269.3202008989391
86,29,6000.0,uniform,mse,False,204.40278208628558
62,38,6000.0,uniform,mse,False,186.11609270929253
95,29,6000.0,uniform,mse,False,172.1546846124355
14,38,6000.0,uniform,mse,False,129.37963261340656
29,35,6000.0,uniform,mse,False,176.93721012418672
53,32,6000.0,uniform,mse,False,138.11202480770592
32,35,6000.0,uniform,mse,False,275.55082349093175
86,29,6000.0,uniform,mse,False,200.95988516591498
14,38,6000.0,uniform,mse,False,117.45658713540013
17,38,6000.0,uniform,mse,False,58.2692001692631
95,29,6000.0,uniform,mse,False,194.3063189926556
62,38,6000.0,uniform,mse,False,170.36424793272857
53,32,6000.0,uniform,mse,False,155.59838423882934
35,35,6000.0,uniform,mse,False,236.49887776408892
14,38,6000.0,uniform,mse,False,213.21880708626725
86,29,6000.0,uniform,mse,False,182.09453516897935
17,38,6000.0,uniform,mse,False,117.80765992431097
56,32,6000.0,uniform,mse,False,180.6387862385872
98,29,6000.0,uniform,mse,False,229.16880256994762
35,35,6000.0,uniform,mse,False,166.83253243163043
62,38,6000.0,uniform,mse,False,116.3094150134701
2,41,6000.0,uniform,mse,False,8.395630715440833
17,38,6000.0,uniform,mse,False,84.21091591192773
86,29,6000.0,uniform,mse,False,205.02455408183823
56,32,6000.0,uniform,mse,False,209.95077315513154
35,35,6000.0,uniform,mse,False,141.7509320417114
2,41,6000.0,uniform,mse,False,47.44967746709257
98,29,6000.0,uniform,mse,False,216.99536768262908
17,38,6000.0,uniform,mse,False,66.1664515255218
62,38,6000.0,uniform,mse,False,168.20796707344337
74,32,6000.0,uniform,mse,False,184.19223396423197
2,41,6000.0,uniform,mse,False,37.15271673107772
35,35,6000.0,uniform,mse,False,133.7450330948818
56,32,6000.0,uniform,mse,False,170.4129147788908
98,29,6000.0,uniform,mse,False,247.37905078670903
17,38,6000.0,uniform,mse,False,185.87538409947516
2,41,6000.0,uniform,mse,False,47.241478462564764
65,38,6000.0,uniform,mse,False,111.20017247615114
35,35,6000.0,uniform,mse,False,224.26249925350552
56,32,6000.0,uniform,mse,False,214.45227971144885
74,32,6000.0,uniform,mse,False,236.33884273217632
20,38,6000.0,uniform,mse,False,130.69473694808056
98,29,6000.0,uniform,mse,False,209.0171788023242
2,41,6000.0,uniform,mse,False,16.971460980271498
38,35,6000.0,uniform,mse,False,106.94875847234277
56,32,6000.0,uniform,mse,False,165.7839618946428
74,32,6000.0,uniform,mse,False,152.13586697910645
65,38,6000.0,uniform,mse,False,138.60477351446895
20,38,6000.0,uniform,mse,False,155.89270395188274
5,41,6000.0,uniform,mse,False,119.38817669303293
98,29,6000.0,uniform,mse,False,199.74296280234915
38,35,6000.0,uniform,mse,False,165.75722657931178
59,32,6000.0,uniform,mse,False,227.2915167659145
20,38,6000.0,uniform,mse,False,132.4317541017253
74,32,6000.0,uniform,mse,False,213.1912080995309
5,41,6000.0,uniform,mse,False,54.45545827873835
65,38,6000.0,uniform,mse,False,195.37126165910755
38,35,6000.0,uniform,mse,False,152.3404913544736
101,29,6000.0,uniform,mse,False,205.82969190319824
59,32,6000.0,uniform,mse,False,144.10716159663093
20,38,6000.0,uniform,mse,False,137.6132088726685
5,41,6000.0,uniform,mse,False,37.07030035422118
74,32,6000.0,uniform,mse,False,190.62579661718794
65,38,6000.0,uniform,mse,False,193.34056864704974
38,35,6000.0,uniform,mse,False,178.98158667121862
20,38,6000.0,uniform,mse,False,195.9600081451411
101,29,6000.0,uniform,mse,False,219.0339941799467
59,32,6000.0,uniform,mse,False,199.54187214776346
5,41,6000.0,uniform,mse,False,119.11193801426197
77,32,6000.0,uniform,mse,False,150.01587725215745
38,35,6000.0,uniform,mse,False,128.14314460869173
23,38,6000.0,uniform,mse,False,183.9462178075602
5,41,6000.0,uniform,mse,False,80.00322439218895
65,38,6000.0,uniform,mse,False,166.44856198864753
59,32,6000.0,uniform,mse,False,187.01601859449767
101,29,6000.0,uniform,mse,False,231.54467342334897
77,32,6000.0,uniform,mse,False,178.378479183834
41,35,6000.0,uniform,mse,False,89.2224736034502
8,41,6000.0,uniform,mse,False,55.18352917067838
23,38,6000.0,uniform,mse,False,202.4268360697732
59,32,6000.0,uniform,mse,False,193.04371203398307
101,29,6000.0,uniform,mse,False,199.73066883016148
68,38,6000.0,uniform,mse,False,195.31911880751753
77,32,6000.0,uniform,mse,False,207.03061497544118
41,35,6000.0,uniform,mse,False,202.25499363175086
8,41,6000.0,uniform,mse,False,97.20560658937981
23,38,6000.0,uniform,mse,False,111.40413549692478
47,35,6000.0,uniform,mse,False,230.47436618719175
101,29,6000.0,uniform,mse,False,201.34523507172446
77,32,6000.0,uniform,mse,False,141.51402315671757
41,35,6000.0,uniform,mse,False,264.63043772670704
8,41,6000.0,uniform,mse,False,133.67139258538768
68,38,6000.0,uniform,mse,False,168.58469999797492
23,38,6000.0,uniform,mse,False,122.7037256713455
47,35,6000.0,uniform,mse,False,134.3470346315307
8,41,6000.0,uniform,mse,False,136.44051770680124
41,35,6000.0,uniform,mse,False,141.73169535918123
89,32,6000.0,uniform,mse,False,190.11229976894577
77,32,6000.0,uniform,mse,False,185.48204722762253
23,38,6000.0,uniform,mse,False,102.29736743944856
68,38,6000.0,uniform,mse,False,134.921953432366
47,35,6000.0,uniform,mse,False,153.54418961089118
8,41,6000.0,uniform,mse,False,127.30511403042155
41,35,6000.0,uniform,mse,False,192.17503129454988
26,38,6000.0,uniform,mse,False,121.73205215051468
89,32,6000.0,uniform,mse,False,239.82513924130092
80,32,6000.0,uniform,mse,False,181.67612556307276
47,35,6000.0,uniform,mse,False,271.60589846620167
68,38,6000.0,uniform,mse,False,183.89410229456993
11,41,6000.0,uniform,mse,False,155.92638671044696
44,35,6000.0,uniform,mse,False,196.17812033445318
26,38,6000.0,uniform,mse,False,175.38840307196187
80,32,6000.0,uniform,mse,False,180.69023205734587
89,32,6000.0,uniform,mse,False,157.17355802980984
47,35,6000.0,uniform,mse,False,262.7201929732817
11,41,6000.0,uniform,mse,False,99.44797141441047
44,35,6000.0,uniform,mse,False,100.8069573643666
68,38,6000.0,uniform,mse,False,143.98392444510935
26,38,6000.0,uniform,mse,False,140.45224923227264
80,32,6000.0,uniform,mse,False,198.0283965738484
89,32,6000.0,uniform,mse,False,219.60584142034452
50,35,6000.0,uniform,mse,False,255.3074497102484
11,41,6000.0,uniform,mse,False,92.26002361352589
44,35,6000.0,uniform,mse,False,167.8304027333327
26,38,6000.0,uniform,mse,False,241.12291120971747
71,38,6000.0,uniform,mse,False,142.38697891987167
80,32,6000.0,uniform,mse,False,162.64791270059195
11,41,6000.0,uniform,mse,False,117.7071856710374
50,35,6000.0,uniform,mse,False,168.07138242971862
89,32,6000.0,uniform,mse,False,193.0432978472705
44,35,6000.0,uniform,mse,False,140.38625216137928
26,38,6000.0,uniform,mse,False,124.32092551447492
11,41,6000.0,uniform,mse,False,72.47805469009033
80,32,6000.0,uniform,mse,False,163.2733012419284
50,35,6000.0,uniform,mse,False,142.89853400370544
71,38,6000.0,uniform,mse,False,143.06352043585878
44,35,6000.0,uniform,mse,False,192.10081324393084
92,32,6000.0,uniform,mse,False,159.53080619428962
29,38,6000.0,uniform,mse,False,155.28462552301409
14,41,6000.0,uniform,mse,False,126.31761711108801
50,35,6000.0,uniform,mse,False,154.9410875534469
83,32,6000.0,uniform,mse,False,193.72414898106405
32,38,6000.0,uniform,mse,False,90.24433112696896
29,38,6000.0,uniform,mse,False,223.0634494004985
92,32,6000.0,uniform,mse,False,188.3993846194833
71,38,6000.0,uniform,mse,False,152.79075808061052
14,41,6000.0,uniform,mse,False,60.06684260065529
50,35,6000.0,uniform,mse,False,227.8900580793918
32,38,6000.0,uniform,mse,False,148.9900975534115
83,32,6000.0,uniform,mse,False,209.86598623343988
29,38,6000.0,uniform,mse,False,157.68650907870767
92,32,6000.0,uniform,mse,False,221.9709382151397
71,38,6000.0,uniform,mse,False,153.78012958392137
14,41,6000.0,uniform,mse,False,125.3225944392231
53,35,6000.0,uniform,mse,False,125.8797652767213
32,38,6000.0,uniform,mse,False,113.13771775438269
29,38,6000.0,uniform,mse,False,146.15069431972776
83,32,6000.0,uniform,mse,False,196.01539457937832
92,32,6000.0,uniform,mse,False,157.44150622011776
14,41,6000.0,uniform,mse,False,121.53068773226855
71,38,6000.0,uniform,mse,False,199.61722850373528
53,35,6000.0,uniform,mse,False,174.98627584668998
32,38,6000.0,uniform,mse,False,88.46221923116072
29,38,6000.0,uniform,mse,False,240.46774594964967
83,32,6000.0,uniform,mse,False,226.64326092917338
14,41,6000.0,uniform,mse,False,118.70704896560501
92,32,6000.0,uniform,mse,False,191.10668649997572
53,35,6000.0,uniform,mse,False,155.2186009524395
32,38,6000.0,uniform,mse,False,198.992957652503
17,41,6000.0,uniform,mse,False,111.15007192527878
62,41,6000.0,uniform,mse,False,104.52029808927561
83,32,6000.0,uniform,mse,False,183.7895943469988
2,44,6000.0,uniform,mse,False,16.888638504544705
95,32,6000.0,uniform,mse,False,191.92659882344995
17,41,6000.0,uniform,mse,False,158.89198063780736
53,35,6000.0,uniform,mse,False,184.7989138805436
35,38,6000.0,uniform,mse,False,137.45091984790793
2,44,6000.0,uniform,mse,False,22.652912442967686
86,32,6000.0,uniform,mse,False,233.0805839055454
62,41,6000.0,uniform,mse,False,175.74489761096316
17,41,6000.0,uniform,mse,False,151.05271091679327
95,32,6000.0,uniform,mse,False,187.8611105976966
53,35,6000.0,uniform,mse,False,137.7250181058071
2,44,6000.0,uniform,mse,False,62.69792524115495
35,38,6000.0,uniform,mse,False,158.93763694503934
86,32,6000.0,uniform,mse,False,163.95783566209943
17,41,6000.0,uniform,mse,False,169.80633017645494
2,44,6000.0,uniform,mse,False,10.300439040229673
62,41,6000.0,uniform,mse,False,224.36169091930853
56,35,6000.0,uniform,mse,False,106.40683958376022
95,32,6000.0,uniform,mse,False,208.19598779980728
35,38,6000.0,uniform,mse,False,139.0330695381777
86,32,6000.0,uniform,mse,False,218.52788723638912
2,44,6000.0,uniform,mse,False,17.751145784227354
17,41,6000.0,uniform,mse,False,135.55202754413745
56,35,6000.0,uniform,mse,False,206.10348896431935
35,38,6000.0,uniform,mse,False,159.11529339695096
95,32,6000.0,uniform,mse,False,163.64710433081112
62,41,6000.0,uniform,mse,False,181.56242709213913
5,44,6000.0,uniform,mse,False,84.70315128618249
20,41,6000.0,uniform,mse,False,176.48980747222313
86,32,6000.0,uniform,mse,False,212.12731047559475
56,35,6000.0,uniform,mse,False,272.7993136175458
35,38,6000.0,uniform,mse,False,204.46920802185812
95,32,6000.0,uniform,mse,False,161.4714980352086
5,44,6000.0,uniform,mse,False,57.94397408041154
20,41,6000.0,uniform,mse,False,150.89483881013288
62,41,6000.0,uniform,mse,False,162.67344516560286
86,32,6000.0,uniform,mse,False,207.62984454010942
56,35,6000.0,uniform,mse,False,144.3536077887652
38,38,6000.0,uniform,mse,False,190.20777384196708
5,44,6000.0,uniform,mse,False,18.912259349929833
98,32,6000.0,uniform,mse,False,199.60817025076747
20,41,6000.0,uniform,mse,False,101.54540908913175
74,35,6000.0,uniform,mse,False,248.96578569952055
56,35,6000.0,uniform,mse,False,202.7468860326056
65,41,6000.0,uniform,mse,False,145.41850669032064
38,38,6000.0,uniform,mse,False,209.764369107557
5,44,6000.0,uniform,mse,False,75.31614840619376
20,41,6000.0,uniform,mse,False,212.30429942941933
98,32,6000.0,uniform,mse,False,222.80755111527162
59,35,6000.0,uniform,mse,False,192.71108966956896
74,35,6000.0,uniform,mse,False,143.21424225150747
5,44,6000.0,uniform,mse,False,72.15737560595481
38,38,6000.0,uniform,mse,False,133.6639748464228
65,41,6000.0,uniform,mse,False,170.34189995194532
20,41,6000.0,uniform,mse,False,165.59027014569563
98,32,6000.0,uniform,mse,False,205.12568555644123
8,44,6000.0,uniform,mse,False,82.00275188765777
59,35,6000.0,uniform,mse,False,104.47349922739416
74,35,6000.0,uniform,mse,False,159.52414506005934
38,38,6000.0,uniform,mse,False,124.86305171196756
23,41,6000.0,uniform,mse,False,91.343882868735
65,41,6000.0,uniform,mse,False,169.31465064214083
98,32,6000.0,uniform,mse,False,236.89445624251636
8,44,6000.0,uniform,mse,False,80.9359218790595
59,35,6000.0,uniform,mse,False,172.89813032357452
38,38,6000.0,uniform,mse,False,111.1324357806868
74,35,6000.0,uniform,mse,False,276.89472691966955
23,41,6000.0,uniform,mse,False,159.46206277545892
8,44,6000.0,uniform,mse,False,205.32725718063423
98,32,6000.0,uniform,mse,False,199.21352199022536
65,41,6000.0,uniform,mse,False,219.255282245116
59,35,6000.0,uniform,mse,False,156.82170820159214
41,38,6000.0,uniform,mse,False,145.26811764511552
74,35,6000.0,uniform,mse,False,265.8180707451882
23,41,6000.0,uniform,mse,False,209.12851093730157
8,44,6000.0,uniform,mse,False,62.00284917473651
101,32,6000.0,uniform,mse,False,234.41057177975011
59,35,6000.0,uniform,mse,False,194.53171191036054
41,38,6000.0,uniform,mse,False,176.81105764029047
23,41,6000.0,uniform,mse,False,175.37673776393777
65,41,6000.0,uniform,mse,False,163.7612873077821
77,35,6000.0,uniform,mse,False,261.1348267755606
8,44,6000.0,uniform,mse,False,124.42798665748941
101,32,6000.0,uniform,mse,False,174.63763543674514
47,38,6000.0,uniform,mse,False,105.38994666819868
41,38,6000.0,uniform,mse,False,159.02579267356933
23,41,6000.0,uniform,mse,False,156.94822897827493
11,44,6000.0,uniform,mse,False,136.37481724995519
77,35,6000.0,uniform,mse,False,188.45849648651873
68,41,6000.0,uniform,mse,False,180.34881101560174
41,38,6000.0,uniform,mse,False,240.19514948015708
101,32,6000.0,uniform,mse,False,220.6991642343713
26,41,6000.0,uniform,mse,False,225.01322718738157
47,38,6000.0,uniform,mse,False,155.5138848670002
11,44,6000.0,uniform,mse,False,127.34205092538873
77,35,6000.0,uniform,mse,False,152.14116766332245
68,41,6000.0,uniform,mse,False,246.32783257385958
41,38,6000.0,uniform,mse,False,139.44882598735666
26,41,6000.0,uniform,mse,False,156.3970050879361
101,32,6000.0,uniform,mse,False,217.73137836563657
11,44,6000.0,uniform,mse,False,82.51002631285947
47,38,6000.0,uniform,mse,False,132.56787513051756
77,35,6000.0,uniform,mse,False,167.35832265909366
44,38,6000.0,uniform,mse,False,160.2548713396527
11,44,6000.0,uniform,mse,False,73.48591181673662
26,41,6000.0,uniform,mse,False,139.66563070334107
68,41,6000.0,uniform,mse,False,151.5471529253712
101,32,6000.0,uniform,mse,False,212.73535163198517
47,38,6000.0,uniform,mse,False,108.55282216889171
77,35,6000.0,uniform,mse,False,221.71723856649263
11,44,6000.0,uniform,mse,False,121.7586093948878
26,41,6000.0,uniform,mse,False,140.80068901594433
44,38,6000.0,uniform,mse,False,231.25669077690674
47,38,6000.0,uniform,mse,False,196.31080625465978
89,35,6000.0,uniform,mse,False,260.3222261516896
68,41,6000.0,uniform,mse,False,195.48678696690388
80,35,6000.0,uniform,mse,False,144.9450423647613
14,44,6000.0,uniform,mse,False,111.38416728650189
26,41,6000.0,uniform,mse,False,116.7433132550554
44,38,6000.0,uniform,mse,False,171.75629103785494
50,38,6000.0,uniform,mse,False,131.76809759695755
89,35,6000.0,uniform,mse,False,153.22214365463776
80,35,6000.0,uniform,mse,False,180.42048901702614
68,41,6000.0,uniform,mse,False,120.20359303079665
14,44,6000.0,uniform,mse,False,99.56179232367444
29,41,6000.0,uniform,mse,False,156.52129083746195
44,38,6000.0,uniform,mse,False,151.72297331055012
50,38,6000.0,uniform,mse,False,148.9243240495951
89,35,6000.0,uniform,mse,False,169.9384888717091
14,44,6000.0,uniform,mse,False,102.1292807148804
80,35,6000.0,uniform,mse,False,158.91677709045175
